Text,Labels
"Donât think twice about staying in this Airbnb!! Kelleyâs home, hospitality, and amenities provided were everything I could have asked for and more. She has set the bar for my future stays with others hosts through Airbnb. <br/><br/>Letâs talk about the location... <br/>My purpose for renting Kelleyâs home was to find my own future home in the Belmont Shore area and get to know my new neighborhood. I was able to walk to everything on 2nd street in a matter of a few steps and was able to walk to all my desired locations. Not to mention I woke up every morning to the most spectacular view. If you are looking for a stay in a location that allows you to be in walking distance to the best of what Belmont Shores has to offer; look no further. This is the home for you!<br/><br/>Now I want to talk about my hosts... Kelley was on top of everything. She responded to any of my questions in a matter of seconds and was extremely personable. Her beautiful home aside, she is kind, genuine, and resourceful! <br/><br/>The home was exactly what I needed. Washer and dryer in unit, heat and AC, and condiments I was able to use to cook my meals. Iâm a girl who loves her sleep, and I slept like a baby my two whole weeks there. <br/><br/>As a newbie to the Belmont Shore area, the parking is crucial. She provides an accessible garage spot right behind the property which made all the difference in the world. <br/><br/>Not gonna lie, I was genuinely sad to leave this Airbnb. I found my new home in Belmont Shores, and I have Kelley, her husband, and her incredible home to thank. <br/><br/>If you read anything that is less than exceptional about Kelley and her home, itâs a bunch of BS! I am so thankful and grateful for the opportunity I had to stay here and genuinely plan to stay in touch with Kelley. Thatâs how much I loved her!<br/><br/>Thank you Kelley for everything and I wish you nothing but the best! 5 stars all around!!",location
Perfect place all around for our stay. Amazing location right on the water and great restaurants and shops in close walking distance. The bikes provided were an awesome addition with a nice bike path along the beach. The kitchen had everything we needed to cook our meals. Having free parking in the garage was also a huge plus. Kelley makes it an easy check in/out and is very quick with responses with any questions. Highly recommend this place. <br/><br/>Thanks Kelley!,location
We enjoyed our stay at Kelleyâs place. She was very responsive anytime we had questions. Great location by the bay and the beach. The apartment was comfortable and we had everything we needed.,location
This is a great get a way.  It is quiet and charming.  There is lots to do even within walking distance up on 2nd Street.  It is safe and the neighbors are very friendly.,location
"The location is absolutely perfect, your steps away from the beach, food and shopping. Kelley is a great host and was responsive to all our needs. Will definitely stay here again. Thank you Kelley.",location
"Me, my husband and our son LOVED Kelly's place! When the listing said we would be across the street from the beach, I was thinking a busy street, but not it was not busy and was LITERALLY across the street! The apartment was nice and had everything we needed to enjoy the stay. Kelly was VERY responsive when I had questions.  All kinds of food and shopping were about a 5 minute walk from the house.  Everyone around us was so nice and friendly. We plan to come back in July and will check to see if this place is available.",clean
Kelleyâs place is perfectly situated and close to everything!  It creates a very peaceful and relaxing atmosphere if anyone wanted a place just busy enough to provide a pleasant atmosphere.  Would recommend to anyone looking for an relaxing place near the beach.,location
"Excellent place! Will be back here to stay.  Beautiful view, clean apartment, restaurants within walking distance, and of course, beach right in front of you.  Busy during the day but very quiet in the night.   I have a Mazda CX-9 which would not fit in the garage but I always found street parking close to the apartment. <br/><br/>Kelley is very responsive but everything that you need is already there in the apartment.",location
"A great location for families! The beach is clean, safe, and easy to access safely as Bay Shore is closed to traffic on weekdays. There are tons of towels and all the kitchen items we needed. We appreciated the dedicated parking and proximity to the great restaurants on 2nd.",clean
"Great place, great location, everything within walking distance. Nice kitchen for cooking. AND: Bicycles provided!ð²ð²",location
"great location, right by a lot of bars and shops, it is across the street from a beach, and there is another Beach down the street. the host is very nice and communicated promptly and was attentive which is huge for me. I really appreciated her. absolutely would visit again.",location
This is a perfect vacation spot! They had everything we needed and lots of kitchen accessories if you want to cook while you stay. The grill on the back patio and bikes were very useful. Parking is sometimes limited so it was nice to have a garage as well. Highly recommend!,location
"Kelley's place was great.  super cute and close to both the beach, paddle boarding, and restaurants and activities.",location
Location was great. Kelley was a very great and understanding host. Lots of beach gear accessible to guests and the beach right across the street was amazing!,location
"My son and I had an amazing experience in this beautiful apartment .  Jim is a perfect host, a gentleman and incredibly generous <br/>The apartment is perfect has 2 amazing bathrooms with loads of great details steam shower, deep deep bathtub. <br/>Perfect kitchen.  All of this 2 blocks from a wide beautiful clean beach.  <br/>We will be back again and again.  Bravo Jim. ",location
"Amazing experience! Jim was an outstanding host. His home is beyond all your expectations and is a modern marvel of architectural beauty. Be bedazzled by the home's wondrous array of high tech amenities including wall mounted ipad, full surround sound music and heated floors. Experience the joy of balancing the stellar outdoor attractions with the natural beauty of this home.",location
"We had the most incredible time during our stay at Jim's property.  It is so modern and clean and comfortable.  The neighbors are very friendly and welcoming and you are so close to the beach and the boardwalk.  Here are great restaurants all around.  The house is immaculate.  We annoyed the steam shower and the huge bathtub.  We also loved making s'mores by the fire pit.  Jim is an excellent host.  He's so easy to contact and he has thought everything out so your arrival and stay go very smoothly.  We were very comfortable and happy during our stay.  Great wifi, comfy beds, quiet location but very close to EVERYTHING.  We highly recommend this place :)",clean
"Staying with Jim was the most relaxing and fun experience that I've ever had on airbnb! Not only was the house perfect (comfortable beds, sofa, high-tech with surround sound pandora and smarttv), but Jim was the most gracious and welcoming host. He welcomed my pup with open arms! My pup and I spent many glorious days basking in the sun on the front patio, and taking long walks around the beautiful marina del rey canals. Jim's place is walking distance to everything you could want - cafes, beach, abbot kinney, stores. My friends and I spent several nights making smores (which Jim provided for us) around the firepit into the night. Also, Jim's community is amazing, and in a short week I got to know many people in the neighborhood. Don't miss taking a bath in the stellar tub! I absolutely loved staying at Jim's, and I hope he will have us back next time we are in LA!!! I was SO RELAXED the whole time. I loved it. Thanks Jim for an amazing week!!",location
"My friends and I had an awesome time at Jim's beach house. The place is very modern with awesome amenities like spa-like bathroom, amazing outdoor patio with grill, and sound system connected to all the rooms. There is a fire pit where you can also grill Smores! (Jim left us a starter kit to get us started!) Location is unbeatable with the beach 1 minute away and the boardwalk with restaurants and bars nearby. Jim was a great host and answered all my questions promptly and was super helpful on all issues. Will definitely stay here again.",location
"Jim is a great host and the rental was as beautiful as the pictures.  Loved having the open air living room and the fire pit was nice as a couple nights were cooler.  Great for cooking both inside and out, and great restaurants nearby.  Lots of places to walk and enjoy sights, beaches, boardwalk, etc.  Beds were extremely comfortable, best sleep ever.  House is run on an ipad which was a little challenging but nice music streaming, and no broadcast TV but Netflix. Only real bummer was that we weren't told they were renovating the upstairs which meant rude awakening on Monday with power tools starting at 7:30 or 8 overhead for the rest of the week and no escaping the workers view as the upper unit overlooks the patio.   If it weren't for the construction I would say it was worth the price and would have been ultra relaxing.<br/><br/>",location
"This apartment is in a great location, within walking distance to the beach and also Washington Blvd. It is also quite peaceful. The interior is nicely done, and we enjoyed using the patio.<br/><br/>Jim is a good host, and is available to help or answer questions. <br/><br/>We would enjoy staying here again.",location
Jim was great!  He walked me through and left videos on how to use everything.  The house is so relaxing and we had an amazing time.  Even better than the pictures. ,clean
Great relaxing place right on the canal. The house was very tasteful in design and quite comfortable. I'd go back just for the speakers in the bathroom. The fire pit is also a huge plus. ,location
Great home and location. Just as described. Very dog friendly set up and location. ,location
"Great service, and amazing place with unparalleled canal experience. We loved the modern design, seamless inside-outside living and the heated floors.",location
"Stayed for my husbandâs birthday and the photos posted do not do the place the justice it deserves. If youâre looking to feel like you are a thousand miles away from it all, without being thousands of miles away â look no further.  <br/>Heated floors, electronic shades, high tech appliances in the kitchen, a stunning bathroom with a beautiful deep set bathtub, free flowing non enclosed shower, steam /shower room , and much more luxury awaits you.  Bring the outside, inside (or vice versa) with the clean design of indoor/outdoor sliding glass retractable doors in the living area and master bedroom.  Right on the canal, the morning greets you with the sound of ducks, and birds chirping.  Just a few steps down the road and youâre greeted by a quiet strip of beach. You really couldn't ask for anything more. We spend the night warming our hearts by the fire pit, and the morning sitting on the deck with coffee chatting with friendly neighbors as they passed by with pups.  I posted photos of our stay to (Hidden by Airbnb) and have already had at least 5 people inquire about how we found such an awesome place.  No doubt, it will be hard to find this sexy, modern place available. If your dates are open, BOOK! FAST! <br/>",location
"Jim was wonderfully accommodating and very responsive. His place was impeccably clean, modern, yet comfortable. It was a joy to stay for the weekend with my family. ",clean
"We had a great time in Jim's apartment. It is the height of electronic design!! Everything operated by a switch in the wall. Big comfy beds, superb kitchen (apart from the smoke alarm) and luxurious bathrooms. ",location
Jim was there to greet us when we arrived.  We never met anyone in the neighborhood as we left early each day but did see a lot of happy people strolling up and down along the canal every morning.,location
"I rented Jim's property for two clients of mine for an extended stay in Los Angeles. They loved the accommodations - everything was exactly as described and the perks (BBQ, fire pit, steam shower, etc) were very much appreciated it! I had the pleasure of visiting myself one evening and I think Jim has done an excellent job setting up the space for guests. When we had an urgent house-related question, Jim responded within the hour, despite being out of the country. Very efficient communication in arranging the rental as well. I would happily stay there myself or recommend it to a friend! ",clean
Place was absolutely amazing. Had everything you need to get away a relax. Only a few blocks from the beach. The decor and whole setup of the house was perfect.,location
Awesome stay from start to finish. Great location- 3min walk to the beach. Every mod con you could ask for and super comfy bed!! Ron was at hand for any questions we had- super<br/>Host. You must light the fire pit and have bbq. Thanks Ron. X ,clean
"From the onset Jim was helpful, welcoming and nothing short of the perfect host. I travel TOO MUCH for work and this was by far the best airbnb I have stayed at.",clean
"Jim's place is perfect for a relaxing break in Venice. Well positioned by the beautiful canal and within a quick walk to the beach, you're also a 10min Uber away from downtown Santa Monica. Be sure to take a ride on Jim's bike and also to sit around the fire pit. Jim was a courteous host and made sure we had everything we needed.",location
Beautiful home. Everything you would need. Hostess extremely accommodating.,clean
"Jackie was an awsome host. I was there with my full family and she was sure to give us the space peace of mind we needed. She also didn't hesitate to help when she could and was extremely generous with everything in the house which she offerd us to use. We really felt at home after a couple of days. The houses open concept and especially the back yard was beyond awsome. Although the location of the house might seem a bit of a drive from the hotspots in LA, being at long beach made it perfect for nice drives to Hollywood, Anaheim and Laguna beach as well.",location
"Jackie is a fantastic host with a friendly, welcoming attitude and provides all of the details you will need in her communication.  She's also responsive to my questions and very accommodating.  We had a great time at her lovely house.  ",host
"Kelley's house on Bayshore Lane is in a great location with the Bay directly across the street.  This is a very popular area, so access to the garage for parking is a HUGE plus.  Communication was timely and accurate.  We fully recommend it and will stay again.",location
"Wow!  Kelleyâs place had everything we needed for a fun, relaxing stay!!!  Fantastic locationâ¦easy walk to 2nd street and a huge selection of restaurants, bars and shops.  Amazing view and location right on the bay.  We enjoyed using the bikes to ride along the waterfront.  Communication was quick and friendly.  Easy check-in.  Place was very clean and comfy.  Highly recommend!!!  Thank you Kelley!!",location
"Great beach apartment in a perfect location near the beach,  wonderful restaurants and shops.",location
Great location with a lot of activities to do in the area. Right across the street of the sand. we had the opportunity to schedule the Gondola ride in Naples and it was wonderful. withing walking distance to Naples Canal and every Tuesday there is Jaz  concert around Naples Park.,location
"Wonderful place to stay in the best location for access to bay, beach and 2nd Street restaurants and fun. We had everything we needed. Kelley was quick to replace the battery in the garage door opener for us. What a great beach house!!!",location
"Weâve been coming to visit my parents nearby for decades and always stayed in a hotel if we had excess family. But, I wanted Beach access, and this beautiful place gave us that and so much more!! <br/><br/>Kelleyâs wonderful description of all there is to do in the area gave our family a new appreciation for the area. She was responsive when we needed help w parking and helped guide us in at night as we arrived at night. <br/><br/>Her spacious apartment was perfect for our adult son and my husband and I, plus we had my mom over for dinner twice. Canât wait to come back!",location
What a great location! It was super convenient to have a garage and to not have to worry about parking. Every morning we walked to get coffee and then took walks on the beach.,location
"Jackie's house was perfect for our specialized film industry team. We work very long hours, so to have a place to rest is key for the success of our projects. A home such as hers was the perfect alternative than a hotel stay which our team is used to throughout the majority of their tour. The home was also close to our film set as well as nearby Downtown Long Beach.<br/><br/>Jackie was very accommodating and easy to get ahold of. ",location
"Jim's home was perfect for the baby shower that we hosted for our friend. The space was exactly as pictured, with even more modern conveniences than expected. We loved how the glass doors opened onto the canal so that our guests could enjoy the inside and outside simultaneously. The view is gorgeous from the living room and the spacious outdoor patio. As far as accommodations, we liked that there was heating in each room which allowed adjustment to your own temperature's needs. We loved the master bathroom's soaking bathtub and the unique fixtures (the water falls from the ceiling into the tub ;) This is not a typical airbnb rental where the owner cut corners because it is a rental, the construction/design was thoughtful and well executed. Thank you so much Jim for our stay. ",location
"Our stay at Jim's apartment was one of the best I ever had. The apartment is superb and the location on the canal is very beautiful and peaceful while close to everything. We were there only for four days over Christmas and had many gatherings to attend but we were always looking forward to waking up to the beautiful view from the living room. In addition to being artfully designed - really, everywhere you look is a pleasure for the eyes -, the apartment is very well equipped: modern appliances, state-of-the-art lighting system, ipad controlled AV system, slate floors, very nice and modern shower in the one bathroom and beautiful large bath in the other. Last but not least, the communication with Jim was perfect. There was no need to meet him as he sent us a video on how to get in the apartment, and he was answering any question very quickly when needed. We didn't have many questions as everything was working very well. This might be a detail but I really liked the fact that there was no key to get in (you had to enter a code). It was very secure and very convenient. I strongly recommend this place; it is a real gem! Thank you Jim.<br/>Isabelle",location
"This home is beautiful - pictures don't do it justice - and the location is perfect. You can walk to the main MDR channel, all around Venice and even up to Abbott Kinney if you're feeling adventurous. We used to live in Santa Monica and this place made us sad that we never considered living in this area. The hosts were great, and were already talking about when we will be back! ",location
"Clean and upscale... outdoor patio, fire pit, home theater, steam shower and close to beach... Love this place!",location
A stunning oasis beyond expectations <br/><br/>Will return for sure- <br/><br/>Jim+his home= AMAZING ,location
"What a great place to stay - comfortable, centrally located, great outdoor space, well decorated, and pet friendly. The whole place was recently renovated and done really well. We cooked in 3 or 4 nights a week, and it was a great kitchen and the outdoor grill was super. On top of how great the place is, Jim is a responsive and honest host. We were there for 30 days and the only thing I wish was that we had another 30 days to stay. ",location
"Jim's place is just as listed, quiet and relaxing.  The location to the beach, restaurants and shopping are excellent. Nice to have a parking space :). Hope to stay again!",location
"This place is exceptional. Great location with all the Venice attractions,<br/>restaurants and bars only a short walk away. The apartment itself is very well appointed - wait until you see the bathroom features! Jim was very easy to communicate with and there were no problems with check-in and -out. I'd definitely stay here again. ",location
"The pictures don't do this place justice. It's meticulously maintained, modern and hip. Jim was a great and easy host. He met us there showed us around and was very easy to contact. Great location, we were able to walk everywhere and only 2 blocks from the beach.  Highly recommend!",location
"This is a gem -- centrally located, comfortable, well-maintained, luxurious. Photos tell us everything. The place is 2-5mins walking from the beach, yet quite from any noise. The house was clean and professionally maintained. It included everything I can ask for -- kitchenware, ceiling speakers, TV, etc,. Highly recommended and I would like to visit again!",clean
Awesome place! Very peaceful.,location
This is a wonderful home - very modern and week-appointed.  It's right on the canal with great paddle boarding and walking.   Opening the beautiful doors in the morning to hear the birds and watch the neighborhood is terrific.   The restaurants and beach access is wonderful!   We will be back...very special place..,location
Really is an idyllic spot and a perfectly maintained apartment. The indoor outdoor lifestyle is wonderful and watching the ducks swim past on the Grande Canal is a soothing and beautiful experience. Would definitely come back again. ,location
"This home is a perfect place to relax and just soak in the beautiful scenery which is reminiscent of Southern France. My husband, sister, and I stayed here to celebrate her birthday. The space is extremely clean and modern paying beautiful attention to detail: the tiling, furniture, indoor/outdoor aspect, shower, bathtub, etc.... We would definitely come back and stay in this lovely home. Our host Jim was around when we arrived, so he took the time to show us how to use the TV, operate the music, open the accordion doors, and some kitchen functions. We had French press coffee every morning on the beautiful front patio watching the canal water rise and fall. The beach is just a couple blocks away, so we rarely needed to use our car, just to head to Malibu for a day. This place is an absolute gem!",clean
"Great stay! Convenient location. Could be a bit tight for 4 adults, but perfect for 2 adults + 2 kids. Will gladly come back again",location
"First, when we pulled up, we couldnât believe the view. The location was everything perfect, especially for the price. <br/>Then we walked inside, the sweetest-homely feeling embraced us. There were towels and sheets, (bring an extra blanket with you though), condiments and utensils. Love the deck and being outside so close to the beach, you can smell it. <br/>Overall, it was perfect. My parents and I enjoyed our stay.",location
If renting upstairs ask if it is front or back.,location
Nice Beachfront place,location
"Very comfortable unit and pretty much exactly as described in the listing. The kitchen was really well outfitted for cooking at home and the bed was very comfortable.  The bikes are shared by the other units in the triplex, so may or may not be available when you want to use them and while the unit is truly across the street from the beach, the only view is thru the open front door out the common entryway.",location
"House is exactly as advertised: clean, sleek, spacious. Kitchen and bathrooms are fantastic. The living room opens right out to the patio and the canal. It was very warm while we were there, so we didn't use the fire pit or the patio as much as we might have liked, but the easy parking and close proximity to the beach made it all a breeze regardless. Keyless check-in was easy and Jim made himself available for questions, but otherwise stayed out of the way as we made the place our home.",clean
"We loved this place!  The house was very modern and full of useful amenities...we loved the community bar idea.  Marina del Rey is a great area and staying here, you are with in walking distance of not only the beach but many locations for shopping and dining.  Being on the canal was very peaceful and serene and we are looking forward to a return visit.",location
Terrific stay with a great host. Highly recommended.,location
Jim's home is a special place that is truly a hidden gem in Venice. I felt like I was living in a spa which was exactly how I hoped to spend my winter holiday. Their home has a great relaxed feel that is perfect for entertaining. I will definitely be staying there again soon!,location
The apartment is beautiful and comfortable. Very close to the beach and a short walk or ride to restaurants and shops along the coast.,location
Highly recommended.  The home is newly appointed with high-end fixtures. Instructions to everything needed in video/digital format. Great location. Very walkable to both laid-back beach areas/walks and higher traffic commercial spots. One could easily spend a week in this location without needing a car. Terrific host(s) with plenty of local knowledge.,location
"Jim's place is a very cute space overlooking the canal with gorgeous houses opposite, it feels like you are in Venice Italy! Jim is easy to communicate with and a quick responder. Really enjoyed our stay and looking forward to coming back.",location
"Jimâs  place is so great we stayed there twice on our holiday to California. It is super stylish, just beautiful being on the canal, peaceful, Marina Del Rey is a lovely area and Jim was on hand to help with anything.  This is a top quality apartment beautifully clean with all the amenities and great host exactly what you expect from a five star Airbnb. Will definitely  come back when we have the chance  and obviously highly recommend. ",location
"A great stay with perfect location and host! Canal is right in front of the house , beach and some good restaurants are steps away. And all the modern techs, brand new kitchen and nice tub just made the stay even better. Jim has been very considerate every step of the way, including using videos to clearly explain everything. The check in was a breeze. Would definitely come back to stay in the future!",location
"Highly recommend this beautiful home!  Easy check in/check out, great communication, good location, and high end features.  Thank you for an amazing stay!",location
"Two bedroom on canal with modern look, comfort and spacious environs. Good for walks, restaurants nearby, easy drive to city. Hosts were respectful and offered detailed information for good comfort and travel. This is a jewel.",location
"This is the second year that we have rented from Jim. We love the location, setting, amenities as well as Jimâs kind hospitality and immediate response anytime we have any questions. I highly recommend his properties. Thanks for providing the perfect venue for a great vacation!",location
"This is a nice option in a great and expensive area. Just a few blocks from Washington where there are some restaurants and a Starbucks and close to the historic canals. We were able to rent bikes at the pier and bike to Santa Monica. Close to Marina del Rey and freeways. The place is very stylish and comfy cozy. Loved the panel windows that opened to the patio. The patio was a great place to hang out too. It was chilly when we visited so we did not hang outside as much as we would have liked. There was only one piece of wood for the outdoor fireplace, but we didn't ask for any more as we didn't really use it although it would have been nice to. The bathrooms are the bomb - the steam shower was amazing and my kids commandeered the other bathroom with the tub and shower. We enjoyed our trip and Jim was very responsive if we needed anything. Thank you!",location
great location.  high end renovations. easy check in. perfect airbnb experience,location
Awesome place and Jim was great. Highly recommend.,location
"Beautiful place to stay in Venice.  Clean, updated, and very conveniently located, yet quiet and tucked away for privacy.  We enjoyed morning walks along the canals and the quiet location was perfect for a good night's sleep.  We will definitely plan to book Jim's place again on our future visits.",clean
"Wonderful stay at Jimâs place! Jim is a great host, very friendly, knows the good restaurants and bars of the area (make sure you try the prime ribeye at Charcoal restaurant!) easy communication, easy check-in/check-out process, he even left us cold beers in the fridge when we arrives which was greatly appreciated after a long drive from Joshua Tree. Location is the best, very safe and calm and yet youâre within walking distance of everything Venice Beach has to offer. High end renovations and amenities, the house is really comfortable for 2 couples, 2 king size beds, 2 beautiful bathrooms, (the steam shower is amazing) and the beautiful patio overlooking the canal will definitely make all your friends jealous! We will come back when we return to LA! Highly recommended!",location
We rented Jim's place while visiting our son.  The home was exactly as advertised.  It was clean & furnished beautifully.  Both Jim & Lindsay reached out to see if we needed anything.  We had a small BBQ to celebrate a birthday & had everything we needed in the well appointed kitchen.  We would definitely stay again on our next visit.,clean
Jackie was a wonderful host! She responded quickly to every question or concern that I had. I stayed at her lovely home with 9 of my teammates for a local Jiu Jitsu tournament and her house was spacious enough for all of us. I would definitely recommend Jackie and I'm sure I'll use her house again next year! ,host
"I hate to write this review. <br/>Kelley the host is so fantastic. <br/>But I was very disappointed with the quality our stay. <br/>We go to Long Beach 4-6 times a years for my daughters allergy treatment so a clean fresh space is so important and always mentioned to make sure the choice is right for us.<br/>The longer we stayed the more things we noticed that âwerenât quite rightâ. Lots of old items and things thatâs didnât feel fresh or clean. (Shower curtain, towels, pillows, bedding, couch, kitchen ware). <br/>I believe if these items were updated and cleaned a bit deeper this would be an amazing spot! But we were very disappointed.",clean
Basic accommodation but very well situated and everything went well.,clean
Very cute neighborhood. Close to everything. Easy drive along the ocean.,location
"First of All, Kelly is super responsive and helpful. The coffee machine broke down on the second day and she was able to deliver a new one for us within an hour, which we are thankful for. Secondly, The house has a great location, right next to the beach and definitely has everything you need in there! If one suggestion I need to give, would be bring your eye masks if you want to sleep in late, the curtain is super light and white, the sunlight will wake you up before 6:30Am. In a word, a truly great vacation in Long Beach and thank you Kelly!",location
Place was just as described. We loved our stay at Kellyâs place!,clean
"Location, location, location. Kelley's apartment is across the street from the beach and a half block from all the restaurants, bars, and various kinds of shops on a very lively 2nd St.  Street parking during our visit was easy but Kelley's garage gives you a refuge for your car on street cleaning days and busy weekend beach days.  Kelley, her husband, son and housekeeper, all helped us out during our visit to an extraordinary extent.  You will not get better customer service anywhere else.  Finally, Kelley's apartment gives you great value for the money.",location
"Location is awesome! We walked to the smoothie bowl place on 2nd each morning and ate on the beach. So fun to have use of the SUPâs, just carry them across the street and take off! Also really handy to have beach chairs and toys to play with as we had flown in from out of town. <br/>Having use of a washer and dryer was really nice too.<br/>The unit itself was spacious and nice, but definitely could be cleaner. It looks like it gets surface cleaned regularly but deep cleaning has been neglected- the shower is very moldy and the A/C unit filters were filthy, we woke up with allergy symptoms after using the fan setting overnight and I was astonished how dirty they were. <br/>Great beach house but if youâre picky about cleanliness Iâd look around a bit more.",location
"Location! Location! This was an amazing location, the Airbnb was clean and had everything we could need. We had a lot of fun and would stay again:)",clean
"We really enjoyed our stay. Wanting to find a place directly on the beach and have designated parking were our top priorities. Kelleyâs apartment was by far the best value that fit the bill.  The only actual beach view in the unit is at the front door.  All the windows face in other directions.  But the sand is literally steps away. Opening windows brings in the salty breezes and the sounds of beach activity that are very satisfying even if you canât see it.   The alley and garage are a little tight as one would expect in a community like this. Our rental car was a Jeep Cherokee and it fit in the garage ok. Any vehicle taller or longer probably would not fit.  <br/>The mattress on the bed is quite firm but still comfortable for a good nights sleep. And the pillows are out of this world plush!  They were so soft and just plain amazing.  <br/>If you need a place to stay with the convenience of having a car to come and go and not stress about parking, or choose to leave the car in the garage and walk to restaurants, shops and of course the beach, while keeping all the amenities of home- this is it.",location
Jackie's home is great and she was a pleasure to coordinate with. The home is very comfy with everything we needed to relax and unwind. ,clean
"Jackie's house is so fancy, and you can find almost everything you need there! Also, she is very nice and kind!",clean
"This place is pure serenity! Iâm echoing other reviews suggestion that this is actually a spa, or at least feels like it! It has amazing little touches like heated floors in the bathrooms, a waterfall faucet from ceiling for the bathtub, soft bathrobes and linens and fancy bath, hair and bubble products. If your looking for a romantic or relaxing getaway from the excitement of LA, look no further than this gem. And an added bonus, you can spend the afternoon watching various water fowl and sea creatures from the amazing patio right on the canal! Then warm up next to a fire in the pit provided through the evening! Perfection!",location
We enjoyed our stay. Beautiful apartment. Great outdoor space on the canal,location
Amazing space right on the canal. We really enjoyed staying there.,location
Perfect spot to relax. Beautiful spot and modern flat. Very close to beach. Immaculate beautiful ground floor unit with great terrace on the canal. Amazing fast access to Venice. Lime and Bird Electric scouters easy access around town.   Highly recommended!!,location
"This was a beautiful, airy home right on a Venice canal. Very high tech features,some nice amenities. Very comfortable king sized beds. The owner provides a video which outlines the use of several items such as automatic window blinds. Nice place in a nice setting.",location
The place is beautifully appointed and very close to a lovely beach. It is two blocks but very short blocks at that.  The patio is a wonderful place to relax and we walked to restaurants and a small market.  Santa Monica is very close as is LAX (no airport noise).  The one issue was we couldn't get the large windows open out to the patio because it was stuck and we didn't want to push too hard but Jim was responsive. I assume all is fixed.  The place is great and I would definitely rent again.,location
"Jim was an amazing host who was responsive and very helpful. The house is modern and sparkling clean,  and in a great location right on the Venice Canals and a 5 min walk to the beach!",clean
"Modern, high tech home with classy touches.  Great location. Convenient to beach and beach town. Quiet, peaceful, relaxing neighborhood.",location
"Really relaxed quiet place to stay,  we loved to open the windows and be inside/outside. Also private so you can eat outside and lie in the sun. Steps to the beach, close to Abbot Kinney stores, we would definitely come back.",location
"Great location, great space, great host.",location
A lovely space in a location that was perfect for us.  A quick walk to the beach and Washington Avenue...yet a quiet and peaceful respite from the Venice bustle.,location
"Jimâs place is beautiful, very comfortable and in a great location.",location
"Fantastic location. Jim was a great host and very accommodating. The back patio is amazing and sits right on the big canal in MDR. Only two blocks from the beach, and four blocks from the Venice boardwalk.",location
Outstanding place.,location
Awesome place! Staying on the canal was great and you are still really close to the beach.  Jim was very helpful and I would highly recommend staying here.,location
"Jim was a great host, any slight issues we had were sorted straightaway and the place was fantastic. Location wise , cleanliness wise , facilities wise . Can not fault anything",clean
"Jimâs place is really great - amazing location, really good vibe and feel to it - very nice place to stay and great amenities.",location
We had a very pleasant stay in Marina Del Rey.  The condo is very comfortable.  Everything was in order and spotlessly clean.  It was really fun to be on the canal and to watch the ducks swimming by.,clean
"We had a great stay at Jim's place.  Jim was very responsive and easy going.  The space is as advertised - great location, great kitchen for cooking and a lovely living room that opens up onto the patio.  I would stay there again.",location
"Great place with lots of thoughtful touches. Love the area! Itâs very quiet, with the exception of upstairs neighbors. They werenât loud but could hear them walking around every morning from front bedroom.... just bad acoustics.",location
This beautiful condo was perfect for our trip. The location cannot be beat. It is 2 blocks to the beach. <br/><br/>We loved the outside patio and view of the canal.  The smart house instructions on the iPad were easy to follow. We made breakfast one morning and found the kitchen to be well stocked with pans and other items.<br/><br/>Jim was responsive to our questions and wanted to be sure our stay was a good one. <br/><br/>We highly recommend this place!,location
"This place is like a modern apartment crossed with a day spa. All of the functional things are tip top (great beds, big open kitchen, comfortable living room) but on top of that it has such luxe amenities (GIANT bathtub, fire pit, grill, steam shower). The location is tip top, only 3 blocks from the beach and from the main strip in Marina Del Rey and only a short ride to Venice. Jim's communication was excellent. He answered any and all questions promptly and checked in on us a couple of times just to make sure that our stay was going well. I'd highly recommend this apartment for your LA beachside stay.",location
"Location, location, location! Kelleyâs place was a great getaway for our little family of 3. It had everything we needed.  Having the sand across the street and restaurants within walking distance was great. If your traveling from afar, having access to beach chairs and toys are a plus!  Would definitely stay here again.",location
Very close to beach and many restaurants.,location
"Great stay, amazing location. Our littles had a blast going back and forth from the beach. House had all the basics we needed and Host was super nice!",location
The garage was perfect. A little tight with the alley and trash cans but not the owners fault. Itâs a nice getaway for the kids. Nice neighborhood. Beach across the street. And the price is right. Thank you Kelly,location
Kelley's place was exactly as described. Very convenient location for our little family's trip to the LA area. Very quiet and private. Parking garage was a plus! Will be looking forward to staying here again if we are in the area. Thanks again Kelley!,location
"Location was superb, right on the beach, even though we were busy and never visited it, but there were a lot of restaurants within a block or two minutes of walking, and Kelley is an excellent host.",location
Nice location in front of the beach with all you need when traveling with kids,location
Great space in a great location!,location
"If you want to be in the Marina Del Mar/Venice Beach area, this is the place to be! Jim and Lindsay were prompt and responsive hosts.  The location is perfect.  I had a number of meetings all over greater LA from Studio City to Newport Beach and back again. The area offers great restaurants, all within easy walking distance.  Everything in the place is not only spotless, but top of the line as well. And that steam shower!  I couldnât wit for the end of the day so that I could enjoy that shower!",clean
Great host with good communication. Easy check in and out. Very nice place and would definitely stay there again.,location
Great location. Family friendly. Everything as described. Would return again!,location
Great location! Perfect get away,location
